date_id,date,year,quarter,month,month_name,week,day,day_name,is_weekend,fiscal_year
367,2023-01-02,2023,1,1,January,1,2,Monday,False,2022
368,2023-01-03,2023,1,1,January,1,3,Tuesday,False,2022
369,2023-01-04,2023,1,1,January,1,4,Wednesday,False,2022
370,2023-01-05,2023,1,1,January,1,5,Thursday,False,2022
371,2023-01-06,2023,1,1,January,1,6,Friday,False,2022
372,2023-01-07,2023,1,1,January,1,7,Saturday,True,2022
373,2023-01-08,2023,1,1,January,1,8,Sunday,True,2022
374,2023-01-09,2023,1,1,January,2,9,Monday,False,2022
375,2023-01-10,2023,1,1,January,2,10,Tuesday,False,2022
376,2023-01-11,2023,1,1,January,2,11,Wednesday,False,2022
377,2023-01-12,2023,1,1,January,2,12,Thursday,False,2022
378,2023-01-13,2023,1,1,January,2,13,Friday,False,2022
379,2023-01-14,2023,1,1,January,2,14,Saturday,True,2022
380,2023-01-15,2023,1,1,January,2,15,Sunday,True,2022
381,2023-01-16,2023,1,1,January,3,16,Monday,False,2022
382,2023-01-17,2023,1,1,January,3,17,Tuesday,False,2022
383,2023-01-18,2023,1,1,January,3,18,Wednesday,False,2022
384,2023-01-19,2023,1,1,January,3,19,Thursday,False,2022
385,2023-01-20,2023,1,1,January,3,20,Friday,False,2022
386,2023-01-21,2023,1,1,January,3,21,Saturday,True,2022
387,2023-01-22,2023,1,1,January,3,22,Sunday,True,2022
388,2023-01-23,2023,1,1,January,4,23,Monday,False,2022
389,2023-01-24,2023,1,1,January,4,24,Tuesday,False,2022
390,2023-01-25,2023,1,1,January,4,25,Wednesday,False,2022
391,2023-01-26,2023,1,1,January,4,26,Thursday,False,2022
392,2023-01-27,2023,1,1,January,4,27,Friday,False,2022
393,2023-01-28,2023,1,1,January,4,28,Saturday,True,2022
394,2023-01-29,2023,1,1,January,4,29,Sunday,True,2022
395,2023-01-30,2023,1,1,January,5,30,Monday,False,2022
396,2023-01-31,2023,1,1,January,5,31,Tuesday,False,2022
397,2023-02-01,2023,1,2,February,5,1,Wednesday,False,2022
398,2023-02-02,2023,1,2,February,5,2,Thursday,False,2022
399,2023-02-03,2023,1,2,February,5,3,Friday,False,2022
400,2023-02-04,2023,1,2,February,5,4,Saturday,True,2022
401,2023-02-05,2023,1,2,February,5,5,Sunday,True,2022
402,2023-02-06,2023,1,2,February,6,6,Monday,False,2022
403,2023-02-07,2023,1,2,February,6,7,Tuesday,False,2022
404,2023-02-08,2023,1,2,February,6,8,Wednesday,False,2022
405,2023-02-09,2023,1,2,February,6,9,Thursday,False,2022
406,2023-02-10,2023,1,2,February,6,10,Friday,False,2022
407,2023-02-11,2023,1,2,February,6,11,Saturday,True,2022
408,2023-02-12,2023,1,2,February,6,12,Sunday,True,2022
409,2023-02-13,2023,1,2,February,7,13,Monday,False,2022
410,2023-02-14,2023,1,2,February,7,14,Tuesday,False,2022
411,2023-02-15,2023,1,2,February,7,15,Wednesday,False,2022
412,2023-02-16,2023,1,2,February,7,16,Thursday,False,2022
413,2023-02-17,2023,1,2,February,7,17,Friday,False,2022
414,2023-02-18,2023,1,2,February,7,18,Saturday,True,2022
415,2023-02-19,2023,1,2,February,7,19,Sunday,True,2022
416,2023-02-20,2023,1,2,February,8,20,Monday,False,2022
417,2023-02-21,2023,1,2,February,8,21,Tuesday,False,2022
418,2023-02-22,2023,1,2,February,8,22,Wednesday,False,2022
419,2023-02-23,2023,1,2,February,8,23,Thursday,False,2022
420,2023-02-24,2023,1,2,February,8,24,Friday,False,2022
421,2023-02-25,2023,1,2,February,8,25,Saturday,True,2022
422,2023-02-26,2023,1,2,February,8,26,Sunday,True,2022
423,2023-02-27,2023,1,2,February,9,27,Monday,False,2022
424,2023-02-28,2023,1,2,February,9,28,Tuesday,False,2022
425,2023-03-01,2023,1,3,March,9,1,Wednesday,False,2022
426,2023-03-02,2023,1,3,March,9,2,Thursday,False,2022
427,2023-03-03,2023,1,3,March,9,3,Friday,False,2022
428,2023-03-04,2023,1,3,March,9,4,Saturday,True,2022
429,2023-03-05,2023,1,3,March,9,5,Sunday,True,2022
430,2023-03-06,2023,1,3,March,10,6,Monday,False,2022
431,2023-03-07,2023,1,3,March,10,7,Tuesday,False,2022
432,2023-03-08,2023,1,3,March,10,8,Wednesday,False,2022
433,2023-03-09,2023,1,3,March,10,9,Thursday,False,2022
434,2023-03-10,2023,1,3,March,10,10,Friday,False,2022
435,2023-03-11,2023,1,3,March,10,11,Saturday,True,2022
436,2023-03-12,2023,1,3,March,10,12,Sunday,True,2022
437,2023-03-13,2023,1,3,March,11,13,Monday,False,2022
438,2023-03-14,2023,1,3,March,11,14,Tuesday,False,2022
439,2023-03-15,2023,1,3,March,11,15,Wednesday,False,2022
440,2023-03-16,2023,1,3,March,11,16,Thursday,False,2022
441,2023-03-17,2023,1,3,March,11,17,Friday,False,2022
442,2023-03-18,2023,1,3,March,11,18,Saturday,True,2022
443,2023-03-19,2023,1,3,March,11,19,Sunday,True,2022
444,2023-03-20,2023,1,3,March,12,20,Monday,False,2022
445,2023-03-21,2023,1,3,March,12,21,Tuesday,False,2022
446,2023-03-22,2023,1,3,March,12,22,Wednesday,False,2022
447,2023-03-23,2023,1,3,March,12,23,Thursday,False,2022
448,2023-03-24,2023,1,3,March,12,24,Friday,False,2022
449,2023-03-25,2023,1,3,March,12,25,Saturday,True,2022
450,2023-03-26,2023,1,3,March,12,26,Sunday,True,2022
451,2023-03-27,2023,1,3,March,13,27,Monday,False,2022
452,2023-03-28,2023,1,3,March,13,28,Tuesday,False,2022
453,2023-03-29,2023,1,3,March,13,29,Wednesday,False,2022
454,2023-03-30,2023,1,3,March,13,30,Thursday,False,2022
455,2023-03-31,2023,1,3,March,13,31,Friday,False,2022
456,2023-04-01,2023,2,4,April,13,1,Saturday,True,2023
457,2023-04-02,2023,2,4,April,13,2,Sunday,True,2023
458,2023-04-03,2023,2,4,April,14,3,Monday,False,2023
459,2023-04-04,2023,2,4,April,14,4,Tuesday,False,2023
460,2023-04-05,2023,2,4,April,14,5,Wednesday,False,2023
461,2023-04-06,2023,2,4,April,14,6,Thursday,False,2023
462,2023-04-07,2023,2,4,April,14,7,Friday,False,2023
463,2023-04-08,2023,2,4,April,14,8,Saturday,True,2023
464,2023-04-09,2023,2,4,April,14,9,Sunday,True,2023
465,2023-04-10,2023,2,4,April,15,10,Monday,False,2023
466,2023-04-11,2023,2,4,April,15,11,Tuesday,False,2023
467,2023-04-12,2023,2,4,April,15,12,Wednesday,False,2023
468,2023-04-13,2023,2,4,April,15,13,Thursday,False,2023
469,2023-04-14,2023,2,4,April,15,14,Friday,False,2023
470,2023-04-15,2023,2,4,April,15,15,Saturday,True,2023
471,2023-04-16,2023,2,4,April,15,16,Sunday,True,2023
472,2023-04-17,2023,2,4,April,16,17,Monday,False,2023
473,2023-04-18,2023,2,4,April,16,18,Tuesday,False,2023
474,2023-04-19,2023,2,4,April,16,19,Wednesday,False,2023
475,2023-04-20,2023,2,4,April,16,20,Thursday,False,2023
476,2023-04-21,2023,2,4,April,16,21,Friday,False,2023
477,2023-04-22,2023,2,4,April,16,22,Saturday,True,2023
478,2023-04-23,2023,2,4,April,16,23,Sunday,True,2023
479,2023-04-24,2023,2,4,April,17,24,Monday,False,2023
480,2023-04-25,2023,2,4,April,17,25,Tuesday,False,2023
481,2023-04-26,2023,2,4,April,17,26,Wednesday,False,2023
482,2023-04-27,2023,2,4,April,17,27,Thursday,False,2023
483,2023-04-28,2023,2,4,April,17,28,Friday,False,2023
484,2023-04-29,2023,2,4,April,17,29,Saturday,True,2023
485,2023-04-30,2023,2,4,April,17,30,Sunday,True,2023
486,2023-05-01,2023,2,5,May,18,1,Monday,False,2023
487,2023-05-02,2023,2,5,May,18,2,Tuesday,False,2023
488,2023-05-03,2023,2,5,May,18,3,Wednesday,False,2023
489,2023-05-04,2023,2,5,May,18,4,Thursday,False,2023
490,2023-05-05,2023,2,5,May,18,5,Friday,False,2023
491,2023-05-06,2023,2,5,May,18,6,Saturday,True,2023
492,2023-05-07,2023,2,5,May,18,7,Sunday,True,2023
493,2023-05-08,2023,2,5,May,19,8,Monday,False,2023
494,2023-05-09,2023,2,5,May,19,9,Tuesday,False,2023
495,2023-05-10,2023,2,5,May,19,10,Wednesday,False,2023
496,2023-05-11,2023,2,5,May,19,11,Thursday,False,2023
497,2023-05-12,2023,2,5,May,19,12,Friday,False,2023
498,2023-05-13,2023,2,5,May,19,13,Saturday,True,2023
499,2023-05-14,2023,2,5,May,19,14,Sunday,True,2023
500,2023-05-15,2023,2,5,May,20,15,Monday,False,2023
501,2023-05-16,2023,2,5,May,20,16,Tuesday,False,2023
502,2023-05-17,2023,2,5,May,20,17,Wednesday,False,2023
503,2023-05-18,2023,2,5,May,20,18,Thursday,False,2023
504,2023-05-19,2023,2,5,May,20,19,Friday,False,2023
505,2023-05-20,2023,2,5,May,20,20,Saturday,True,2023
506,2023-05-21,2023,2,5,May,20,21,Sunday,True,2023
507,2023-05-22,2023,2,5,May,21,22,Monday,False,2023
508,2023-05-23,2023,2,5,May,21,23,Tuesday,False,2023
509,2023-05-24,2023,2,5,May,21,24,Wednesday,False,2023
510,2023-05-25,2023,2,5,May,21,25,Thursday,False,2023
511,2023-05-26,2023,2,5,May,21,26,Friday,False,2023
512,2023-05-27,2023,2,5,May,21,27,Saturday,True,2023
513,2023-05-28,2023,2,5,May,21,28,Sunday,True,2023
514,2023-05-29,2023,2,5,May,22,29,Monday,False,2023
515,2023-05-30,2023,2,5,May,22,30,Tuesday,False,2023
516,2023-05-31,2023,2,5,May,22,31,Wednesday,False,2023
517,2023-06-01,2023,2,6,June,22,1,Thursday,False,2023
518,2023-06-02,2023,2,6,June,22,2,Friday,False,2023
519,2023-06-03,2023,2,6,June,22,3,Saturday,True,2023
520,2023-06-04,2023,2,6,June,22,4,Sunday,True,2023
521,2023-06-05,2023,2,6,June,23,5,Monday,False,2023
522,2023-06-06,2023,2,6,June,23,6,Tuesday,False,2023
523,2023-06-07,2023,2,6,June,23,7,Wednesday,False,2023
524,2023-06-08,2023,2,6,June,23,8,Thursday,False,2023
525,2023-06-09,2023,2,6,June,23,9,Friday,False,2023
526,2023-06-10,2023,2,6,June,23,10,Saturday,True,2023
527,2023-06-11,2023,2,6,June,23,11,Sunday,True,2023
528,2023-06-12,2023,2,6,June,24,12,Monday,False,2023
529,2023-06-13,2023,2,6,June,24,13,Tuesday,False,2023
530,2023-06-14,2023,2,6,June,24,14,Wednesday,False,2023
531,2023-06-15,2023,2,6,June,24,15,Thursday,False,2023
532,2023-06-16,2023,2,6,June,24,16,Friday,False,2023
533,2023-06-17,2023,2,6,June,24,17,Saturday,True,2023
534,2023-06-18,2023,2,6,June,24,18,Sunday,True,2023
535,2023-06-19,2023,2,6,June,25,19,Monday,False,2023
536,2023-06-20,2023,2,6,June,25,20,Tuesday,False,2023
537,2023-06-21,2023,2,6,June,25,21,Wednesday,False,2023
538,2023-06-22,2023,2,6,June,25,22,Thursday,False,2023
539,2023-06-23,2023,2,6,June,25,23,Friday,False,2023
540,2023-06-24,2023,2,6,June,25,24,Saturday,True,2023
541,2023-06-25,2023,2,6,June,25,25,Sunday,True,2023
542,2023-06-26,2023,2,6,June,26,26,Monday,False,2023
543,2023-06-27,2023,2,6,June,26,27,Tuesday,False,2023
544,2023-06-28,2023,2,6,June,26,28,Wednesday,False,2023
545,2023-06-29,2023,2,6,June,26,29,Thursday,False,2023
546,2023-06-30,2023,2,6,June,26,30,Friday,False,2023
547,2023-07-01,2023,3,7,July,26,1,Saturday,True,2023
548,2023-07-02,2023,3,7,July,26,2,Sunday,True,2023
549,2023-07-03,2023,3,7,July,27,3,Monday,False,2023
550,2023-07-04,2023,3,7,July,27,4,Tuesday,False,2023
551,2023-07-05,2023,3,7,July,27,5,Wednesday,False,2023
552,2023-07-06,2023,3,7,July,27,6,Thursday,False,2023
553,2023-07-07,2023,3,7,July,27,7,Friday,False,2023
554,2023-07-08,2023,3,7,July,27,8,Saturday,True,2023
555,2023-07-09,2023,3,7,July,27,9,Sunday,True,2023
556,2023-07-10,2023,3,7,July,28,10,Monday,False,2023
557,2023-07-11,2023,3,7,July,28,11,Tuesday,False,2023
558,2023-07-12,2023,3,7,July,28,12,Wednesday,False,2023
559,2023-07-13,2023,3,7,July,28,13,Thursday,False,2023
560,2023-07-14,2023,3,7,July,28,14,Friday,False,2023
561,2023-07-15,2023,3,7,July,28,15,Saturday,True,2023
562,2023-07-16,2023,3,7,July,28,16,Sunday,True,2023
563,2023-07-17,2023,3,7,July,29,17,Monday,False,2023
564,2023-07-18,2023,3,7,July,29,18,Tuesday,False,2023
565,2023-07-19,2023,3,7,July,29,19,Wednesday,False,2023
566,2023-07-20,2023,3,7,July,29,20,Thursday,False,2023
567,2023-07-21,2023,3,7,July,29,21,Friday,False,2023
568,2023-07-22,2023,3,7,July,29,22,Saturday,True,2023
569,2023-07-23,2023,3,7,July,29,23,Sunday,True,2023
570,2023-07-24,2023,3,7,July,30,24,Monday,False,2023
571,2023-07-25,2023,3,7,July,30,25,Tuesday,False,2023
572,2023-07-26,2023,3,7,July,30,26,Wednesday,False,2023
573,2023-07-27,2023,3,7,July,30,27,Thursday,False,2023
574,2023-07-28,2023,3,7,July,30,28,Friday,False,2023
575,2023-07-29,2023,3,7,July,30,29,Saturday,True,2023
576,2023-07-30,2023,3,7,July,30,30,Sunday,True,2023
577,2023-07-31,2023,3,7,July,31,31,Monday,False,2023
578,2023-08-01,2023,3,8,August,31,1,Tuesday,False,2023
579,2023-08-02,2023,3,8,August,31,2,Wednesday,False,2023
580,2023-08-03,2023,3,8,August,31,3,Thursday,False,2023
581,2023-08-04,2023,3,8,August,31,4,Friday,False,2023
582,2023-08-05,2023,3,8,August,31,5,Saturday,True,2023
583,2023-08-06,2023,3,8,August,31,6,Sunday,True,2023
584,2023-08-07,2023,3,8,August,32,7,Monday,False,2023
585,2023-08-08,2023,3,8,August,32,8,Tuesday,False,2023
586,2023-08-09,2023,3,8,August,32,9,Wednesday,False,2023
587,2023-08-10,2023,3,8,August,32,10,Thursday,False,2023
588,2023-08-11,2023,3,8,August,32,11,Friday,False,2023
589,2023-08-12,2023,3,8,August,32,12,Saturday,True,2023
590,2023-08-13,2023,3,8,August,32,13,Sunday,True,2023
591,2023-08-14,2023,3,8,August,33,14,Monday,False,2023
592,2023-08-15,2023,3,8,August,33,15,Tuesday,False,2023
593,2023-08-16,2023,3,8,August,33,16,Wednesday,False,2023
594,2023-08-17,2023,3,8,August,33,17,Thursday,False,2023
595,2023-08-18,2023,3,8,August,33,18,Friday,False,2023
596,2023-08-19,2023,3,8,August,33,19,Saturday,True,2023
597,2023-08-20,2023,3,8,August,33,20,Sunday,True,2023
598,2023-08-21,2023,3,8,August,34,21,Monday,False,2023
599,2023-08-22,2023,3,8,August,34,22,Tuesday,False,2023
600,2023-08-23,2023,3,8,August,34,23,Wednesday,False,2023
601,2023-08-24,2023,3,8,August,34,24,Thursday,False,2023
602,2023-08-25,2023,3,8,August,34,25,Friday,False,2023
603,2023-08-26,2023,3,8,August,34,26,Saturday,True,2023
604,2023-08-27,2023,3,8,August,34,27,Sunday,True,2023
605,2023-08-28,2023,3,8,August,35,28,Monday,False,2023
606,2023-08-29,2023,3,8,August,35,29,Tuesday,False,2023
607,2023-08-30,2023,3,8,August,35,30,Wednesday,False,2023
608,2023-08-31,2023,3,8,August,35,31,Thursday,False,2023
609,2023-09-01,2023,3,9,September,35,1,Friday,False,2023
610,2023-09-02,2023,3,9,September,35,2,Saturday,True,2023
611,2023-09-03,2023,3,9,September,35,3,Sunday,True,2023
612,2023-09-04,2023,3,9,September,36,4,Monday,False,2023
613,2023-09-05,2023,3,9,September,36,5,Tuesday,False,2023
614,2023-09-06,2023,3,9,September,36,6,Wednesday,False,2023
615,2023-09-07,2023,3,9,September,36,7,Thursday,False,2023
616,2023-09-08,2023,3,9,September,36,8,Friday,False,2023
617,2023-09-09,2023,3,9,September,36,9,Saturday,True,2023
618,2023-09-10,2023,3,9,September,36,10,Sunday,True,2023
619,2023-09-11,2023,3,9,September,37,11,Monday,False,2023
620,2023-09-12,2023,3,9,September,37,12,Tuesday,False,2023
621,2023-09-13,2023,3,9,September,37,13,Wednesday,False,2023
622,2023-09-14,2023,3,9,September,37,14,Thursday,False,2023
623,2023-09-15,2023,3,9,September,37,15,Friday,False,2023
624,2023-09-16,2023,3,9,September,37,16,Saturday,True,2023
625,2023-09-17,2023,3,9,September,37,17,Sunday,True,2023
626,2023-09-18,2023,3,9,September,38,18,Monday,False,2023
627,2023-09-19,2023,3,9,September,38,19,Tuesday,False,2023
628,2023-09-20,2023,3,9,September,38,20,Wednesday,False,2023
629,2023-09-21,2023,3,9,September,38,21,Thursday,False,2023
630,2023-09-22,2023,3,9,September,38,22,Friday,False,2023
631,2023-09-23,2023,3,9,September,38,23,Saturday,True,2023
632,2023-09-24,2023,3,9,September,38,24,Sunday,True,2023
633,2023-09-25,2023,3,9,September,39,25,Monday,False,2023
634,2023-09-26,2023,3,9,September,39,26,Tuesday,False,2023
635,2023-09-27,2023,3,9,September,39,27,Wednesday,False,2023
636,2023-09-28,2023,3,9,September,39,28,Thursday,False,2023
637,2023-09-29,2023,3,9,September,39,29,Friday,False,2023
638,2023-09-30,2023,3,9,September,39,30,Saturday,True,2023
639,2023-10-01,2023,4,10,October,39,1,Sunday,True,2023
640,2023-10-02,2023,4,10,October,40,2,Monday,False,2023
641,2023-10-03,2023,4,10,October,40,3,Tuesday,False,2023
642,2023-10-04,2023,4,10,October,40,4,Wednesday,False,2023
643,2023-10-05,2023,4,10,October,40,5,Thursday,False,2023
644,2023-10-06,2023,4,10,October,40,6,Friday,False,2023
645,2023-10-07,2023,4,10,October,40,7,Saturday,True,2023
646,2023-10-08,2023,4,10,October,40,8,Sunday,True,2023
647,2023-10-09,2023,4,10,October,41,9,Monday,False,2023
648,2023-10-10,2023,4,10,October,41,10,Tuesday,False,2023
649,2023-10-11,2023,4,10,October,41,11,Wednesday,False,2023
650,2023-10-12,2023,4,10,October,41,12,Thursday,False,2023
651,2023-10-13,2023,4,10,October,41,13,Friday,False,2023
652,2023-10-14,2023,4,10,October,41,14,Saturday,True,2023
653,2023-10-15,2023,4,10,October,41,15,Sunday,True,2023
654,2023-10-16,2023,4,10,October,42,16,Monday,False,2023
655,2023-10-17,2023,4,10,October,42,17,Tuesday,False,2023
656,2023-10-18,2023,4,10,October,42,18,Wednesday,False,2023
657,2023-10-19,2023,4,10,October,42,19,Thursday,False,2023
658,2023-10-20,2023,4,10,October,42,20,Friday,False,2023
659,2023-10-21,2023,4,10,October,42,21,Saturday,True,2023
660,2023-10-22,2023,4,10,October,42,22,Sunday,True,2023
661,2023-10-23,2023,4,10,October,43,23,Monday,False,2023
662,2023-10-24,2023,4,10,October,43,24,Tuesday,False,2023
663,2023-10-25,2023,4,10,October,43,25,Wednesday,False,2023
664,2023-10-26,2023,4,10,October,43,26,Thursday,False,2023
665,2023-10-27,2023,4,10,October,43,27,Friday,False,2023
666,2023-10-28,2023,4,10,October,43,28,Saturday,True,2023
667,2023-10-29,2023,4,10,October,43,29,Sunday,True,2023
668,2023-10-30,2023,4,10,October,44,30,Monday,False,2023
669,2023-10-31,2023,4,10,October,44,31,Tuesday,False,2023
670,2023-11-01,2023,4,11,November,44,1,Wednesday,False,2023
671,2023-11-02,2023,4,11,November,44,2,Thursday,False,2023
672,2023-11-03,2023,4,11,November,44,3,Friday,False,2023
673,2023-11-04,2023,4,11,November,44,4,Saturday,True,2023
674,2023-11-05,2023,4,11,November,44,5,Sunday,True,2023
675,2023-11-06,2023,4,11,November,45,6,Monday,False,2023
676,2023-11-07,2023,4,11,November,45,7,Tuesday,False,2023
677,2023-11-08,2023,4,11,November,45,8,Wednesday,False,2023
678,2023-11-09,2023,4,11,November,45,9,Thursday,False,2023
679,2023-11-10,2023,4,11,November,45,10,Friday,False,2023
680,2023-11-11,2023,4,11,November,45,11,Saturday,True,2023
681,2023-11-12,2023,4,11,November,45,12,Sunday,True,2023
682,2023-11-13,2023,4,11,November,46,13,Monday,False,2023
683,2023-11-14,2023,4,11,November,46,14,Tuesday,False,2023
684,2023-11-15,2023,4,11,November,46,15,Wednesday,False,2023
685,2023-11-16,2023,4,11,November,46,16,Thursday,False,2023
686,2023-11-17,2023,4,11,November,46,17,Friday,False,2023
687,2023-11-18,2023,4,11,November,46,18,Saturday,True,2023
688,2023-11-19,2023,4,11,November,46,19,Sunday,True,2023
689,2023-11-20,2023,4,11,November,47,20,Monday,False,2023
690,2023-11-21,2023,4,11,November,47,21,Tuesday,False,2023
691,2023-11-22,2023,4,11,November,47,22,Wednesday,False,2023
692,2023-11-23,2023,4,11,November,47,23,Thursday,False,2023
693,2023-11-24,2023,4,11,November,47,24,Friday,False,2023
694,2023-11-25,2023,4,11,November,47,25,Saturday,True,2023
695,2023-11-26,2023,4,11,November,47,26,Sunday,True,2023
696,2023-11-27,2023,4,11,November,48,27,Monday,False,2023
697,2023-11-28,2023,4,11,November,48,28,Tuesday,False,2023
698,2023-11-29,2023,4,11,November,48,29,Wednesday,False,2023
699,2023-11-30,2023,4,11,November,48,30,Thursday,False,2023
700,2023-12-01,2023,4,12,December,48,1,Friday,False,2023
701,2023-12-02,2023,4,12,December,48,2,Saturday,True,2023
702,2023-12-03,2023,4,12,December,48,3,Sunday,True,2023
703,2023-12-04,2023,4,12,December,49,4,Monday,False,2023
704,2023-12-05,2023,4,12,December,49,5,Tuesday,False,2023
705,2023-12-06,2023,4,12,December,49,6,Wednesday,False,2023
706,2023-12-07,2023,4,12,December,49,7,Thursday,False,2023
707,2023-12-08,2023,4,12,December,49,8,Friday,False,2023
708,2023-12-09,2023,4,12,December,49,9,Saturday,True,2023
709,2023-12-10,2023,4,12,December,49,10,Sunday,True,2023
710,2023-12-11,2023,4,12,December,50,11,Monday,False,2023
711,2023-12-12,2023,4,12,December,50,12,Tuesday,False,2023
712,2023-12-13,2023,4,12,December,50,13,Wednesday,False,2023
713,2023-12-14,2023,4,12,December,50,14,Thursday,False,2023
714,2023-12-15,2023,4,12,December,50,15,Friday,False,2023
715,2023-12-16,2023,4,12,December,50,16,Saturday,True,2023
716,2023-12-17,2023,4,12,December,50,17,Sunday,True,2023
717,2023-12-18,2023,4,12,December,51,18,Monday,False,2023
718,2023-12-19,2023,4,12,December,51,19,Tuesday,False,2023
719,2023-12-20,2023,4,12,December,51,20,Wednesday,False,2023
720,2023-12-21,2023,4,12,December,51,21,Thursday,False,2023
721,2023-12-22,2023,4,12,December,51,22,Friday,False,2023
722,2023-12-23,2023,4,12,December,51,23,Saturday,True,2023
723,2023-12-24,2023,4,12,December,51,24,Sunday,True,2023
724,2023-12-25,2023,4,12,December,52,25,Monday,False,2023
725,2023-12-26,2023,4,12,December,52,26,Tuesday,False,2023
726,2023-12-27,2023,4,12,December,52,27,Wednesday,False,2023
727,2023-12-28,2023,4,12,December,52,28,Thursday,False,2023
728,2023-12-29,2023,4,12,December,52,29,Friday,False,2023
729,2023-12-30,2023,4,12,December,52,30,Saturday,True,2023
730,2023-12-31,2023,4,12,December,52,31,Sunday,True,2023
731,2024-01-01,2024,1,1,January,1,1,Monday,False,2023
